66.63229072690511,244,68,176
47.93617300722364,237,95,142
68.896459585722,240,37,203
78.61827798528579,242,29,213
63.161849778761535,246,65,181
77.2006296594373,235,27,208
48.8098887670049,210,81,129
78.34034070468168,247,42,205
73.31611256298929,203,21,182
65.62569216421149,228,57,171
67.27703944433648,209,40,169
75.27891075674059,225,27,198
62.49773595656045,211,49,162
65.17952460761809,218,62,156
58.48474946129566,243,92,151
56.39311926374142,208,72,136
69.48588983489904,241,48,193
72.90127181814185,247,38,209
70.52548759933971,242,30,212
69.25046525314455,229,52,177
53.9851244320009,235,86,149
58.60741298181866,209,71,138
64.45224015116324,204,50,154
60.4212619635978,219,66,153
67.49340724956151,234,44,190
57.312023104800794,204,63,141
68.42924003866689,206,39,167
62.08303543325498,219,53,166
69.58362039739859,201,30,171
56.36914949907626,221,75,146
52.08158457042198,237,89,148
78.18099197048642,218,24,194
78.7976340634492,223,26,197
54.78036649487673,220,68,152
64.79451156171574,233,37,196
66.35868890684169,209,49,160
71.68858182276433,205,26,179
81.5206012420727,215,30,185
57.323213437732186,233,86,147
77.68095918055327,209,21,188
60.178899162648946,206,60,146
59.967162339839284,200,61,139
54.713007206084555,238,81,157
60.878562189597716,204,51,153
70.99817983542255,220,51,169
65.7845979171364,211,40,171
63.197075930797276,205,60,145
57.16987003212425,207,74,133
65.16382791058071,200,46,154
61.57950686611641,242,59,183
73.95039133401369,248,34,214
74.8983224443328,237,60,177
70.7306849436629,228,25,203
62.38915163751737,225,68,157
69.09175055782389,247,39,208
55.15220830660006,213,66,147
75.21367701144646,221,28,193
64.8752096186414,215,61,154
56.74120739066198,235,82,153
61.15792145792759,249,85,164
57.89512994491978,213,71,142
55.664636785595285,235,84,151
65.30832073116744,218,57,161
64.24013651523047,244,60,184
58.69089833596315,204,68,136
59.27829098035283,246,89,157
75.743290097556,220,35,185
54.884839646344986,203,66,137
74.5082173596633,250,28,222
59.20516285570927,211,72,139
60.8570514415631,214,64,150
59.7210371206699,243,80,163
54.80816967984308,224,89,135
68.3129782686039,222,43,179
67.60249892941845,230,52,178
70.69611051357094,248,30,218
61.39877724080549,233,60,173
73.7704145375314,223,24,199
59.02124810913446,205,75,130
69.52248991248986,223,49,174
64.96766883690668,247,75,172
63.57603636101704,203,50,153
74.8876574475455,203,26,177
64.93986840744539,218,59,159
61.97240500264898,242,65,177
53.10571938468679,242,90,152
54.68804243874006,220,88,132
59.42980822346816,238,89,149
53.922163260763284,224,63,161
65.29819267515748,219,47,172
48.51006370921232,227,78,149
55.915477644521715,250,99,151
61.494331596142516,242,81,161
60.39954954712085,237,65,172
62.22720622666967,218,62,156
66.41874829237203,222,39,183
66.58946983498507,220,53,167
60.27264371182545,226,78,148
67.74880268300858,226,45,181
60.08088182671584,201,64,137
